cycles,time,current,voltage,temp,index,soc,soh
18,44.3005,-4.00025,2.23232,34.2481,17946,0.47,97.89
18,44.3036,-3.99988,2.22197,34.2481,17947,0.48,97.89
18,44.3063,-3.99999,2.21196,34.2481,17948,0.43,97.89
18,44.3091,-4.00005,2.20186,34.2481,17949,0.39,97.89
18,44.3117,-4.00008,2.19176,34.2481,17950,0.34,97.89
18,44.3141,-3.99997,2.18171,34.2481,17951,0.30,97.89
18,44.3164,-3.99996,2.17156,34.2481,17952,0.25,97.89
18,44.3187,-4.00002,2.16096,34.2481,17953,0.21,97.89
18,44.3209,-3.99996,2.15094,34.2481,17954,0.16,97.89
18,44.3231,-3.99984,2.13981,34.2481,17955,0.11,97.89
18,44.3252,-3.99988,2.12907,34.2481,17956,0.06,97.89
18,44.3272,-4.00017,2.11904,34.2481,17957,0.01,97.89
18,44.329,-3.99978,2.10886,34.2481,17958,0.00,97.89
18,44.3308,-3.99969,2.09856,34.2481,17959,0.00,97.89
18,44.3325,-3.99997,2.08845,34.2481,17960,0.00,97.89
18,44.3343,-3.99993,2.07719,34.2481,17961,0.00,97.89
18,44.3361,-3.99998,2.06598,34.2481,17962,0.00,97.89
18,44.3378,-3.99969,2.05483,34.2481,17963,0.00,97.89
18,44.3395,-4.0001,2.04432,34.2481,17964,0.00,97.89
18,44.341,-3.99999,2.03339,34.2481,17965,0.00,97.89
18,44.3425,-3.99988,2.02267,34.2481,17966,0.00,97.89
18,44.3442,-3.99997,2.01115,34.2481,17967,0.00,97.89
18,44.3455,-3.99998,2.00101,34.2481,17968,0.00,97.89
18,44.3465,-3.99968,2.0315,34.2481,17969,0.00,97.89
18,44.3469,-3.9996,2.02006,34.2481,17970,0.00,97.89
18,44.3473,-4.00005,2.0097,34.2481,17971,0.00,97.89
18,44.348,-4.00011,1.9988,34.3184,17972,0.00,97.89
18,44.4315,-1.61902,1.9996,34.3454,17973,0.00,97.89
18,44.5149,-0.851751,1.99959,34.3552,17974,0.00,97.89
18,44.5983,-0.500876,1.99974,34.4191,17975,0.00,97.89
18,44.6817,-0.362566,1.99975,34.4191,17976,0.00,97.89
18,44.6817,-0.362566,1.99975,34.444,17977,0.00,97.89
18,44.7651,-0.298887,1.99974,34.4792,17978,0.00,97.89
18,44.8485,-0.262079,1.99973,34.4792,17979,0.00,97.89
18,44.8485,-0.262079,1.99973,34.4811,17980,0.00,97.89
18,44.9319,-0.236987,1.99972,34.4951,17981,0.00,97.89
18,45.0152,-0.219326,1.99957,34.5267,17982,0.00,97.89
18,45.0986,-0.205487,1.99983,34.5034,17983,0.00,97.89
18,45.1821,-0.19262,1.99999,34.4883,17984,0.00,97.89
18,45.2654,-0.183519,2.00006,34.4883,17985,0.00,97.89
18,45.2654,-0.183519,2.00006,34.4353,17986,0.00,97.89
18,45.3489,-0.175377,1.99993,34.4457,17987,0.00,97.89
18,45.4324,-0.166908,2.00018,34.4457,17988,0.00,97.89
18,45.4324,-0.166908,2.00018,34.4287,17989,0.00,97.89
18,45.5158,-0.160965,2.0001,34.3473,17990,0.00,97.89
18,45.5993,-0.154667,2.00019,34.2532,17991,0.00,97.89
18,45.6828,-0.149253,1.99971,34.2825,17992,0.00,97.89
18,45.7661,-0.143081,1.99999,34.1671,17993,0.00,97.89
18,45.8495,-0.138067,1.99985,34.1602,17994,0.00,97.89
18,45.933,-0.132244,2.00019,34.0771,17995,0.00,97.89
18,46.0164,-0.128182,2.00012,34.0171,17996,0.00,97.89
18,46.0998,-0.12385,1.99973,34.0171,17997,0.00,97.89
18,46.0998,-0.12385,1.99973,33.9459,17998,0.00,97.89
18,46.1832,-0.118964,2.00032,33.8758,17999,0.00,97.89
18,46.2665,-0.115734,2.00015,33.8275,18000,0.00,97.89
18,46.3499,-0.112076,1.99997,33.7464,18001,0.00,97.89
18,46.4333,-0.108519,1.99968,33.7464,18002,0.00,97.89
18,46.4333,-0.108519,1.99968,33.7344,18003,0.00,97.89
18,46.5166,-0.104518,1.99997,33.6804,18004,0.00,97.89
18,46.6001,-0.100906,2.00027,33.5985,18005,0.00,97.89
18,46.6834,-0.0991882,1.99968,33.5664,18006,0.00,97.89
18,46.7669,-0.0962153,1.99961,33.5664,18007,0.00,97.89
18,46.7669,-0.0962153,1.99961,33.4572,18008,0.00,97.89
18,46.8503,-0.0927362,1.9996,33.5067,18009,0.00,97.89
18,46.9337,-0.0896367,2.00013,33.4234,18010,0.00,97.89
18,47.0171,-0.0870713,1.9997,33.3362,18011,0.00,97.89
18,47.1004,-0.083991,1.9999,33.2772,18012,0.00,97.89
18,47.1838,-0.0815764,2,33.2711,18013,0.00,97.89
18,47.2673,-0.0783686,1.99993,33.2051,18014,0.00,97.89
18,47.3507,-0.0763841,1.99965,33.2051,18015,0.00,97.89
18,47.3507,-0.0763841,1.99965,33.1783,18016,0.00,97.89
18,47.4341,-0.0729006,2.00005,33.0679,18017,0.00,97.89
18,47.5175,-0.0701341,2,33.0679,18018,0.00,97.89
18,47.5175,-0.0701341,2,33.0096,18019,0.00,97.89
18,47.6009,-0.0671075,2.0004,33.0096,18020,0.00,97.89
18,47.6009,-0.0671075,2.0004,32.9544,18021,0.00,97.89
18,47.6843,-0.0657602,1.99984,32.9578,18022,0.00,97.89
18,47.7677,-0.0632702,2.00033,32.8853,18023,0.00,97.89
18,47.8512,-0.0616169,1.99991,32.8202,18024,0.00,97.89
18,47.9345,-0.0588616,2.00036,32.8334,18025,0.00,97.89
18,48.018,-0.0575794,1.99966,32.7497,18026,0.00,97.89
18,48.1014,-0.0558896,1.99976,32.6715,18027,0.00,97.89
18,48.1848,-0.0531795,1.99976,32.6715,18028,0.00,97.89
18,48.1848,-0.0531795,1.99976,32.6211,18029,0.00,97.89
18,48.2682,-0.0515001,1.99983,32.575,18030,0.00,97.89
18,48.3517,-0.0499127,1.99978,32.5307,18031,0.00,97.89
18,48.4351,-0.0481111,2.00019,32.4927,18032,0.00,97.89
18,48.5185,-0.0461613,2.00033,32.4553,18033,0.00,97.89
18,48.6019,-0.0462272,1.99967,32.4553,18034,0.00,97.89
18,48.6019,-0.0462272,1.99967,32.3931,18035,0.00,97.89
18,48.6852,-0.0445513,1.99978,32.3931,18036,0.00,97.89
18,48.6852,-0.0445513,1.99978,32.3436,18037,0.00,97.89
18,48.7686,-0.0434555,1.99966,32.3036,18038,0.00,97.89
18,48.852,-0.0416617,1.99993,32.2654,18039,0.00,97.89
18,48.9354,-0.0409291,1.99968,32.2286,18040,0.00,97.89
18,49.0188,-0.0394544,2.00024,32.1902,18041,0.00,97.89
18,49.1021,-0.0382822,1.99962,32.1238,18042,0.00,97.89
18,49.1856,-0.0370164,1.99978,32.0795,18043,0.00,97.89
18,49.269,-0.0352443,2.00019,32.0937,18044,0.00,97.89
18,49.3524,-0.034217,2.00033,32.0567,18045,0.00,97.89
18,49.4358,-0.0334167,1.99974,32.0567,18046,0.00,97.89
18,49.4358,-0.0334167,1.99974,31.9245,18047,0.00,97.89
18,49.5192,-0.0322706,2.00024,31.9216,18048,0.00,97.89
18,49.6026,-0.0319229,1.99982,31.9068,18049,0.00,97.89
18,49.686,-0.0306988,2.00022,31.9068,18050,0.00,97.89
18,49.686,-0.0306988,2.00022,31.8693,18051,0.00,97.89
18,49.7694,-0.0299835,1.9998,31.8693,18052,0.00,97.89
18,49.7694,-0.0299835,1.9998,31.8191,18053,0.00,97.89
18,49.8529,-0.0293992,1.99996,31.7961,18054,0.00,97.89
18,49.919,-0.0282834,2.00038,31.786,18055,0.00,97.89
18,49.9202,-0.0282834,2.00202,31.786,18056,0.00,97.89
18,49.9288,-0.0282834,2.01203,31.786,18057,0.00,97.89
18,49.9369,0,2.0207,31.786,18058,0.04,97.89
19,0,0,2.022,31.786,18059,0.20,97.89
19,0.00264167,0.264445,2.03443,31.761,18060,0.00,97.89
19,0.00292667,0.429663,2.04583,31.761,18061,5.20,97.89
19,0.00324667,0.593383,2.05981,31.761,18062,2.54,97.89
19,0.003405,0.701176,2.07089,31.761,18063,0.00,97.89
19,0.00371333,0.809146,2.08293,31.761,18064,0.00,97.89
19,0.00387167,0.917747,2.09622,31.761,18065,0.00,97.89
19,0.00418667,1.07894,2.11803,31.761,18066,0.00,97.89
19,0.00435333,1.18653,2.13391,31.761,18067,0.00,97.89
19,0.00466167,1.29644,2.15042,31.761,18068,0.00,97.89
19,0.00483167,1.40172,2.16783,31.761,18069,0.00,97.89
19,0.00499333,1.5109,2.18596,31.761,18070,0.00,97.89
19,0.00536,1.67234,2.21399,31.761,18071,0.00,97.89
19,0.005645,1.83477,2.24308,31.761,18072,0.00,97.89
19,0.00580667,1.88837,2.25322,31.761,18073,0.00,97.89
19,0.005965,1.99644,2.27333,31.761,18074,0.00,97.89
19,0.00612667,2.05142,2.28345,31.761,18075,0.00,97.89
19,0.006285,2.1595,2.30402,31.761,18076,0.00,97.89
19,0.00644833,2.21353,2.31456,31.761,18077,0.00,97.89
19,0.006605,2.32066,2.33546,31.761,18078,0.02,97.89
19,0.00676667,2.37529,2.34597,31.761,18079,0.13,97.89
19,0.006925,2.48416,2.36701,31.761,18080,0.19,97.89
19,0.00707333,2.53759,2.37757,31.761,18081,0.31,97.89
19,0.00723167,2.59145,2.38803,31.761,18082,0.37,97.89
19,0.00739,2.6995,2.40901,31.761,18083,0.42,97.89
19,0.00755167,2.75369,2.41945,31.761,18084,0.48,97.89
19,0.00771,2.86185,2.4402,31.761,18085,0.50,97.89
19,0.00787,2.96952,2.46071,31.761,18086,0.56,97.89
19,0.00802833,3.02454,2.47083,31.761,18087,0.61,97.89
19,0.00834333,3.18567,2.50039,31.761,18088,0.62,97.89
19,0.00868667,3.34912,2.52799,31.761,18089,0.54,97.89
19,0.00884667,3.45704,2.54536,31.761,18090,0.11,97.89
19,0.00916167,3.61917,2.56931,31.761,18091,0.73,97.89
19,0.00944667,3.78143,2.59066,31.761,18092,1.00,97.89
19,0.00976833,3.94461,2.60978,31.761,18093,1.12,97.89
19,0.0100733,4.05189,2.6214,31.761,18094,1.20,97.89
19,0.0102633,4.15968,2.63217,31.761,18095,1.09,97.89
19,0.0105533,4.32161,2.6467,31.761,18096,0.89,97.89
19,0.01102,4.53794,2.66403,31.761,18097,0.58,97.89
19,0.011335,4.70087,2.67602,31.761,18098,0.14,97.89
19,0.0116533,4.86363,2.68713,31.761,18099,0.00,97.89
19,0.01199,5.02439,2.69751,31.761,18100,0.00,97.89
19,0.01246,5.2415,2.71033,31.761,18101,0.00,97.89
19,0.0129267,5.34936,2.72166,31.761,18102,0.00,97.89
19,0.0139517,5.34982,2.73176,31.761,18103,0.00,97.89
19,0.01564,5.34905,2.74227,31.761,18104,0.00,97.89
19,0.0176217,5.35027,2.75231,31.761,18105,0.00,97.89
19,0.0196017,5.40289,2.76275,31.761,18106,0.00,97.89
19,0.0220467,5.40401,2.77314,31.761,18107,0.00,97.89
19,0.0247267,5.40331,2.78369,31.761,18108,0.00,97.89
19,0.0275417,5.40352,2.79383,31.761,18109,0.00,97.89
19,0.030485,5.40264,2.80419,31.761,18110,0.00,97.89
19,0.0336133,5.40359,2.81449,31.761,18111,0.00,97.89
19,0.0368317,5.40303,2.82471,31.761,18112,0.00,97.89
19,0.0401183,5.4031,2.83471,31.761,18113,0.00,97.89
19,0.043695,5.40344,2.84498,31.6802,18114,0.00,97.89
19,0.0472733,5.40387,2.8551,31.6802,18115,0.00,97.89
19,0.0511567,5.40265,2.86529,31.6802,18116,0.00,97.89
19,0.0552567,5.40333,2.87574,31.6802,18117,0.00,97.89
19,0.0594983,5.40422,2.88605,31.6802,18118,0.00,97.89
19,0.06396,5.40405,2.89611,31.6802,18119,0.00,97.89
19,0.0685683,5.40324,2.90647,31.6802,18120,0.00,97.89
19,0.0735117,5.4014,2.91685,31.6802,18121,0.00,97.89
19,0.07854,5.40194,2.927,31.6802,18122,0.00,97.89
19,0.083805,5.40192,2.93723,31.6802,18123,0.00,97.89
19,0.08934,5.40391,2.94777,31.6802,18124,0.07,97.89
19,0.0952333,5.40242,2.95826,31.6802,18125,0.15,97.89
19,0.095235,5.40242,2.95826,31.6813,18126,0.23,97.89
19,0.1011,5.40097,2.96836,31.6813,18127,0.23,97.89
19,0.107323,5.4015,2.9784,31.6813,18128,0.32,97.89
19,0.11373,5.40258,2.98863,31.6813,18129,0.39,97.89
19,0.120168,5.40171,2.99867,31.6813,18130,0.47,97.89
19,0.127127,5.40141,3.00872,31.6813,18131,0.55,97.89
19,0.134275,5.40172,3.01881,31.6813,18132,0.63,97.89
19,0.141742,5.40103,3.02891,31.7097,18133,0.71,97.89
19,0.149475,5.40127,3.0391,31.7097,18134,0.81,97.89
19,0.157458,5.40043,3.04911,31.7097,18135,0.90,97.89
19,0.165688,5.40145,3.05915,31.7097,18136,0.98,97.89
19,0.174372,5.40116,3.06916,31.7097,18137,1.06,97.89
19,0.18334,5.40026,3.07923,31.7097,18138,1.14,97.89
19,0.192825,5.40016,3.08931,31.7097,18139,1.23,97.89
19,0.192827,5.40016,3.08931,31.6843,18140,1.31,97.89
19,0.202383,5.3999,3.09936,31.6843,18141,1.30,97.89
19,0.21253,5.39989,3.10941,31.6843,18142,1.38,97.89
19,0.223065,5.39963,3.11949,31.6843,18143,1.47,97.89
19,0.234023,5.39931,3.12962,31.6573,18144,1.55,97.89
19,0.245585,5.40147,3.13967,31.6573,18145,1.63,97.89
19,0.257477,5.39968,3.14976,31.6573,18146,1.71,97.89
19,0.269838,5.40094,3.15985,31.6573,18147,1.80,97.89
19,0.28269,5.40088,3.17001,31.6573,18148,1.89,97.89
19,0.282692,5.40088,3.17001,31.6138,18149,1.98,97.89
19,0.29629,5.40075,3.18023,31.6138,18150,1.95,97.89
19,0.310372,5.4001,3.1903,31.6138,18151,2.04,97.89
19,0.32511,5.39985,3.20034,31.6138,18152,2.14,97.89
19,0.34026,5.4,3.21051,31.6138,18153,2.23,97.89
19,0.340262,5.4,3.21051,31.5877,18154,2.32,97.89
19,0.3562,5.40092,3.22051,31.5877,18155,2.31,97.89
19,0.37286,5.40007,3.23058,31.5877,18156,2.40,97.89
19,0.390255,5.39919,3.24071,31.6312,18157,2.50,97.89
19,0.40824,5.39866,3.25074,31.6312,18158,2.62,97.89
19,0.427015,5.39994,3.26082,31.6061,18159,2.72,97.89
19,0.447083,5.40017,3.27089,31.6061,18160,2.80,97.89
19,0.467495,5.39864,3.28091,31.6061,18161,2.90,97.89
19,0.489323,5.40066,3.29096,31.5496,18162,3.01,97.89
19,0.511957,5.40023,3.30098,31.5496,18163,3.07,97.89
19,0.536123,5.39965,3.31117,31.5496,18164,3.23,97.89
19,0.536125,5.39965,3.31117,31.6112,18165,3.66,97.89
19,0.561752,5.40012,3.32123,31.6112,18166,3.68,97.89
19,0.58838,5.39894,3.33129,31.581,18167,4.12,97.89
19,0.61786,5.3989,3.34146,31.5587,18168,4.56,97.89
19,0.650025,5.39963,3.35148,31.5587,18169,5.03,97.89
19,0.686247,5.40023,3.36156,31.5587,18170,5.51,97.89
19,0.686248,5.40023,3.36156,31.5802,18171,6.03,97.89
19,0.728958,5.39981,3.37172,31.5802,18172,6.04,97.89
19,0.72896,5.39981,3.37172,31.5551,18173,6.61,97.89
19,0.782305,5.39949,3.38175,31.5804,18174,6.60,97.89
19,0.851522,5.39895,3.3918,31.5945,18175,7.26,97.89
19,0.934857,5.39922,3.40094,31.5945,18176,8.04,97.89
19,0.934858,5.39922,3.40094,31.5602,18177,8.90,97.89
19,1.01836,5.40071,3.40868,31.5562,18178,8.89,97.89
19,1.10177,5.39963,3.41506,31.5562,18179,9.71,97.89
19,1.10178,5.39963,3.41506,31.6282,18180,10.50,97.89
19,1.18519,5.40018,3.4207,31.6622,18181,10.52,97.89
19,1.26859,5.39979,3.42585,31.6622,18182,11.30,97.89
19,1.26859,5.39979,3.42585,31.6874,18183,12.07,97.89
19,1.35209,5.4,3.43086,31.6046,18184,12.07,97.89
19,1.43544,5.40027,3.4354,31.6046,18185,12.81,97.89
19,1.43544,5.40027,3.4354,31.6851,18186,13.56,97.89
19,1.51895,5.39993,3.43957,31.7266,18187,13.58,97.89
19,1.60236,5.40015,3.44399,31.7266,18188,14.33,97.89
19,1.60237,5.40015,3.44399,31.8202,18189,15.07,97.89
19,1.68591,5.39888,3.44798,31.8202,18190,15.10,97.89
19,1.68591,5.39888,3.44798,31.7686,18191,15.84,97.89
19,1.76941,5.39932,3.45152,31.7686,18192,15.82,97.89
19,1.76941,5.39932,3.45152,31.8653,18193,16.54,97.89
19,1.85279,5.4001,3.45518,31.8653,18194,16.57,97.89
19,1.8528,5.4001,3.45518,31.863,18195,17.29,97.89
19,1.93628,5.40002,3.45834,31.9558,18196,17.29,97.89
19,2.01967,5.39859,3.46156,31.9558,18197,18.03,97.89
19,2.01967,5.39859,3.46156,31.9364,18198,18.75,97.89
19,2.10318,5.39971,3.46454,31.9393,18199,18.75,97.89
19,2.18658,5.4004,3.4672,31.9393,18200,19.51,97.89
19,2.18658,5.4004,3.4672,32.0422,18201,20.27,97.89
19,2.27005,5.39976,3.46957,31.9916,18202,20.29,97.89
19,2.35351,5.39933,3.47185,32.0521,18203,21.03,97.89
19,2.437,5.39992,3.47418,32.0521,18204,21.79,97.89
19,2.437,5.39992,3.47418,32.0852,18205,22.54,97.89
19,2.52044,5.40033,3.47625,32.1114,18206,22.55,97.89
19,2.60387,5.40097,3.47837,32.1679,18207,23.30,97.89
19,2.68722,5.40062,3.48026,32.1717,18208,24.06,97.89
19,2.7706,5.40121,3.48216,32.2179,18209,24.80,97.89
19,2.85406,5.40043,3.48405,32.2179,18210,25.55,97.89
19,2.85406,5.40043,3.48405,32.2208,18211,26.28,97.89
19,2.93743,5.40021,3.48572,32.2734,18212,26.29,97.89
19,3.02089,5.40001,3.48752,32.2508,18213,27.03,97.89
19,3.10436,5.40069,3.48935,32.3576,18214,27.76,97.89
19,3.18778,5.4001,3.49089,32.3576,18215,28.53,97.89
19,3.18778,5.4001,3.49089,32.3918,18216,29.26,97.89
19,3.27117,5.40051,3.49256,32.3918,18217,29.26,97.89
19,3.27117,5.40051,3.49256,32.4323,18218,30.00,97.89
19,3.35452,5.39955,3.4942,32.4323,18219,30.01,97.89
19,3.35452,5.39955,3.4942,32.5115,18220,30.74,97.89
19,3.43799,5.39974,3.49586,32.4872,18221,30.75,97.89
19,3.52144,5.39941,3.49751,32.4872,18222,31.48,97.89
19,3.52144,5.39941,3.49751,32.5305,18223,32.22,97.89
19,3.605,5.40054,3.49899,32.5788,18224,32.23,97.89
19,3.68846,5.39858,3.50053,32.6249,18225,32.97,97.89
19,3.77181,5.40081,3.50211,32.664,18226,33.71,97.89
19,3.85522,5.39856,3.50369,32.7186,18227,34.45,97.89
19,3.93869,5.39953,3.50513,32.6882,18228,35.19,97.89
19,4.02215,5.4003,3.50673,32.6882,18229,35.92,97.89
19,4.02215,5.4003,3.50673,32.7404,18230,36.65,97.89
19,4.10562,5.39987,3.50821,32.7404,18231,36.66,97.89
19,4.10562,5.39987,3.50821,32.7795,18232,37.39,97.89
19,4.18901,5.39983,3.50951,32.7795,18233,37.40,97.89
19,4.18901,5.39983,3.50951,32.7793,18234,38.13,97.89
19,4.27245,5.39994,3.51117,32.7793,18235,38.13,97.89
19,4.27245,5.39994,3.51117,32.8384,18236,38.86,97.89
19,4.35592,5.40001,3.51266,32.8384,18237,38.87,97.89
19,4.35592,5.40001,3.51266,32.8394,18238,39.60,97.89
19,4.43933,5.40032,3.51411,32.9047,18239,39.60,97.89
19,4.5228,5.39944,3.51591,32.9136,18240,40.35,97.89
19,4.60621,5.40021,3.51718,32.9316,18241,41.09,97.89
19,4.68961,5.40047,3.5187,32.9628,18242,41.82,97.89
19,4.7731,5.40003,3.52014,32.9628,18243,42.55,97.89
19,4.7731,5.40003,3.52014,33.0425,18244,43.28,97.89
19,4.85657,5.39898,3.52176,33.0425,18245,43.30,97.89
19,4.85657,5.39898,3.52176,33.1096,18246,44.03,97.89
19,4.94007,5.39983,3.52316,33.0643,18247,44.05,97.89
19,5.02351,5.39954,3.52471,33.1288,18248,44.77,97.89
19,5.10696,5.40048,3.52638,33.0679,18249,45.51,97.89
19,5.19044,5.40064,3.52786,33.0679,18250,46.23,97.89
19,5.19045,5.40064,3.52786,33.1673,18251,46.96,97.89
19,5.27392,5.4002,3.52944,33.1964,18252,46.99,97.89
19,5.35734,5.39873,3.53104,33.1964,18253,47.72,97.89
19,5.35734,5.39873,3.53104,33.2538,18254,48.45,97.89
19,5.44069,5.39997,3.53252,33.2024,18255,48.47,97.89
19,5.52403,5.39757,3.5342,33.2446,18256,49.19,97.89
19,5.60739,5.39949,3.53571,33.2446,18257,49.93,97.89
19,5.6074,5.39949,3.53571,33.2865,18258,50.66,97.89
19,5.69076,5.40049,3.53733,33.2893,18259,50.67,97.89
19,5.7741,5.39966,3.53894,33.3555,18260,51.40,97.89
19,5.85754,5.40069,3.54067,33.3555,18261,52.15,97.89
19,5.85754,5.40069,3.54067,33.4111,18262,52.89,97.89
19,5.94102,5.39964,3.54234,33.4111,18263,52.90,97.89
19,5.94102,5.39964,3.54234,33.416,18264,53.63,97.89
19,6.02439,5.40028,3.54396,33.416,18265,53.63,97.89
19,6.02439,5.40028,3.54396,33.5065,18266,54.37,97.89
19,6.10773,5.40033,3.54565,33.4839,18267,54.39,97.89
19,6.19116,5.40056,3.54737,33.5101,18268,55.12,97.89
19,6.27462,5.39993,3.54896,33.5101,18269,55.86,97.89
19,6.27462,5.39993,3.54896,33.5421,18270,56.59,97.89
19,6.35809,5.40035,3.55089,33.5421,18271,56.60,97.89
19,6.35809,5.40035,3.55089,33.5814,18272,57.34,97.89
19,6.44157,5.39984,3.55268,33.5814,18273,57.35,97.89
19,6.44157,5.39984,3.55268,33.6487,18274,58.08,97.89
19,6.52498,5.40051,3.55434,33.6487,18275,58.10,97.89
19,6.52499,5.40051,3.55434,33.6403,18276,58.83,97.89
19,6.60835,5.39974,3.55603,33.6984,18277,58.83,97.89
19,6.69186,5.40057,3.55781,33.6984,18278,59.58,97.89
19,6.69186,5.40057,3.55781,33.7084,18279,60.31,97.89
19,6.77532,5.39989,3.55962,33.7224,18280,60.32,97.89
19,6.85869,5.39983,3.56145,33.7537,18281,61.06,97.89
19,6.9421,5.40111,3.56327,33.7537,18282,61.80,97.89
19,6.9421,5.40111,3.56327,33.7743,18283,62.54,97.89
19,7.02553,5.39951,3.56503,33.8145,18284,62.55,97.89
19,7.10894,5.39918,3.56675,33.8677,18285,63.29,97.89
19,7.19236,5.39903,3.5685,34.0013,18286,64.04,97.89
19,7.2758,5.40018,3.57056,34.0013,18287,64.80,97.89
19,7.2758,5.40018,3.57056,33.9437,18288,65.55,97.89
19,7.35919,5.39812,3.57225,33.9437,18289,65.53,97.89
19,7.35919,5.39812,3.57225,33.9648,18290,66.26,97.89
19,7.44253,5.39962,3.57398,34.0049,18291,66.27,97.89
19,7.526,5.40013,3.57585,34.0049,18292,67.01,97.89
19,7.526,5.40013,3.57585,34.0399,18293,67.76,97.89
19,7.60938,5.39887,3.5775,34.0399,18294,67.76,97.89
19,7.60938,5.39887,3.5775,34.0863,18295,68.49,97.89
19,7.69282,5.39952,3.57933,34.0863,18296,68.50,97.89
19,7.69282,5.39952,3.57933,34.1352,18297,69.24,97.89
19,7.77618,5.39967,3.581,34.1058,18298,69.25,97.89
19,7.85955,5.40111,3.58275,34.17,18299,69.98,97.89
19,7.9429,5.39875,3.58445,34.1932,18300,70.73,97.89
19,8.02633,5.40029,3.58619,34.1932,18301,71.27,97.89
19,8.02633,5.40029,3.58619,34.2282,18302,71.67,97.89
19,8.10978,5.40135,3.58778,34.2282,18303,71.69,97.89
19,8.10978,5.40135,3.58778,34.2611,18304,72.08,97.89
19,8.19322,5.4002,3.58958,34.2823,18305,72.09,97.89
19,8.27657,5.3996,3.59128,34.2642,18306,72.51,97.89
19,8.35999,5.40057,3.59273,34.2642,18307,72.90,97.89
19,8.35999,5.40057,3.59273,34.3293,18308,73.30,97.89
19,8.44339,5.40063,3.59438,34.3293,18309,73.31,97.89
19,8.44339,5.40063,3.59438,34.3599,18310,73.72,97.89
19,8.52681,5.39941,3.59623,34.3719,18311,73.72,97.89
19,8.61028,5.39945,3.59793,34.3719,18312,74.14,97.89
19,8.61028,5.39945,3.59793,34.419,18313,74.54,97.89
19,8.69371,5.39932,3.59963,34.419,18314,74.55,97.89
19,8.69371,5.39932,3.59963,34.4739,18315,74.95,97.89
19,8.70442,0.129578,3.51707,34.4739,18316,74.97,97.89
19,8.70914,1.57378,3.52766,34.4379,18317,82.11,97.89
19,8.70972,2.32892,3.53985,34.4379,18318,73.12,97.89
19,8.70993,3.01239,3.55104,34.4379,18319,68.61,97.89
19,8.71025,3.75541,3.5635,34.4379,18320,68.40,97.89
19,8.71084,4.34401,3.57379,34.4379,18321,70.40,97.89
19,8.71115,4.531,3.58643,34.4379,18322,72.00,97.89
19,8.71961,5.25066,3.59644,34.4379,18323,72.89,97.89
19,8.80306,5.39062,3.60036,34.4379,18324,75.15,97.89
19,8.80306,5.39062,3.60036,34.4788,18325,75.45,97.89
19,8.88643,5.28779,3.60031,34.5017,18326,75.46,97.89
19,8.90324,5.27462,3.60037,34.5189,18327,75.94,97.89
19,8.98767,0,3.46338,34.5189,18328,76.04,97.89
19,8.98767,0,3.46338,34.559,18329,80.50,97.89
19,9.07095,0,3.44096,34.559,18330,80.52,97.89
19,9.07096,0,3.44096,34.562,18331,79.84,97.89
19,9.15428,0,3.42517,34.5641,18332,79.84,97.89
19,9.23759,0,3.41315,34.5583,18333,79.39,97.89
19,9.32092,0,3.40346,34.4759,18334,79.07,97.89
19,9.40429,0,3.39542,34.4759,18335,78.81,97.89
19,9.40429,0,3.39542,34.43,18336,78.63,97.89
19,9.48758,0,3.38877,34.43,18337,78.62,97.89
19,9.48758,0,3.38877,34.3899,18338,78.48,97.89
19,9.57093,0,3.38319,34.2746,18339,78.47,97.89
19,9.6543,0,3.37849,34.2746,18340,78.34,97.89
19,9.65431,0,3.37849,34.2952,18341,78.27,97.89
19,9.73763,0,3.37448,34.2128,18342,78.28,97.89
19,9.82095,0,3.37116,34.1646,18343,78.21,97.89
19,9.90426,0,3.36811,34.1646,18344,78.18,97.89
19,9.90426,0,3.36811,34.0083,18345,78.17,97.89
19,9.90432,0,3.36811,34.0083,18346,78.13,97.89
19,9.91817,-0.00011119,3.30672,34.0083,18347,78.13,97.89
19,10.002,0.999876,3.3906,34.0083,18348,76.03,97.89
19,10.002,0.999876,3.3906,33.9987,18349,78.12,97.89
19,10.0854,0.999906,3.39288,33.9295,18350,78.11,97.89
19,10.1686,0.99991,3.39451,33.8675,18351,78.47,97.89
19,10.252,1.00014,3.39583,33.774,18352,78.82,97.89
19,10.3353,0.999974,3.39696,33.774,18353,79.13,97.89
19,10.3353,0.999974,3.39696,33.7268,18354,79.51,97.89
19,10.4187,1.00006,3.39793,33.7268,18355,79.48,97.89
19,10.4187,1.00006,3.39793,33.6599,18356,79.85,97.89
19,10.502,0.999933,3.39884,33.6599,18357,79.81,97.89
19,10.502,0.999933,3.39884,33.6017,18358,80.18,97.89
19,10.5854,0.999852,3.39936,33.6017,18359,80.14,97.89
19,10.5854,0.999852,3.39936,33.5626,18360,80.48,97.89
19,10.6687,0.999973,3.40017,33.5626,18361,80.47,97.89
19,10.6687,0.999973,3.40017,33.4766,18362,80.60,97.89
19,10.752,0.999788,3.40083,33.3941,18363,80.58,97.89
19,10.8353,0.999993,3.40146,33.3521,18364,80.68,97.89
19,10.9187,1.00005,3.40205,33.2767,18365,80.79,97.89
19,11.002,0.999963,3.40264,33.2205,18366,80.89,97.89
19,11.0853,1.0003,3.40317,33.1625,18367,80.99,97.89
