cycles,time,current,voltage,temp,index,soc
2,22.9444,0.171295,3.60027,29.9612,500,96.26
2,23.0278,0.166199,3.60024,29.9442,501,96.29
2,23.1111,0.160956,3.60017,29.9096,502,96.30
2,23.1945,0.160364,3.6002,29.8905,503,96.29
2,23.2778,0.157523,3.60021,29.9108,504,96.29
2,23.3612,0.155092,3.60025,29.8915,505,96.33
2,23.4445,0.149848,3.60016,29.854,506,96.34
2,23.5279,0.145077,3.59997,29.8309,507,96.33
2,23.6111,0.144603,3.59983,29.8785,508,96.33
2,23.6945,0.144581,3.59999,29.8785,509,96.38
2,23.6945,0.144581,3.59999,29.8358,510,96.40
2,23.7778,0.14459,3.60025,29.8358,511,96.37
2,23.7778,0.14459,3.60025,29.8747,512,96.39
2,23.8612,0.138537,3.60022,29.8747,513,96.42
2,23.8612,0.138537,3.60022,29.8492,514,96.44
2,23.9445,0.134946,3.6002,29.8485,515,96.42
2,24.0279,0.133258,3.60019,29.8283,516,96.44
2,24.1111,0.133257,3.60033,29.8758,517,96.45
2,24.1945,0.127936,3.60015,29.8007,518,96.50
2,24.2778,0.12793,3.60021,29.8007,519,96.46
2,24.2778,0.12793,3.60021,29.8415,520,96.48
2,24.3611,0.122869,3.60012,29.8415,521,96.51
2,24.3611,0.122869,3.60012,29.7745,522,96.53
2,24.4445,0.12288,3.60013,29.7835,523,96.48
2,24.5278,0.11762,3.59996,29.7432,524,96.51
2,24.6111,0.117611,3.5999,29.8059,525,96.49
2,24.6945,0.11762,3.60002,29.7503,526,96.56
2,24.7778,0.11762,3.60017,29.7307,527,96.54
2,24.8611,0.112594,3.60015,29.7307,528,96.54
2,24.8611,0.112594,3.60015,29.7738,529,96.57
2,24.9445,0.112577,3.60018,29.7738,530,96.60
2,24.9445,0.112577,3.60018,29.6928,531,96.62
2,25.0278,0.112593,3.60034,29.7698,532,96.56
2,25.1111,0.107104,3.60013,29.7698,533,96.64
2,25.1111,0.107104,3.60013,29.6883,534,96.65
2,25.1945,0.107156,3.60015,29.6631,535,96.59
2,25.2779,0.107104,3.60021,29.6855,536,96.59
2,25.3611,0.103393,3.60024,29.6419,537,96.63
2,25.4445,0.101806,3.60013,29.6419,538,96.61
2,25.4445,0.101806,3.60013,29.653,539,96.63
2,25.5278,0.101806,3.60021,29.6336,540,96.64
2,25.6112,0.0963844,3.59995,29.6497,541,96.65
2,25.6945,0.0963705,3.59985,29.5809,542,96.67
2,25.7778,0.0963558,3.59982,29.5809,543,96.64
2,25.7778,0.0963558,3.59982,29.5931,544,96.66
2,25.8611,0.0963766,3.59989,29.5931,545,96.67
2,25.8611,0.0963766,3.59989,29.6275,546,96.69
2,25.9444,0.0963523,3.59999,29.599,547,96.71
2,26.0278,0.096348,3.60018,29.586,548,96.71
2,26.1111,0.0904742,3.60012,29.586,549,96.72
2,26.1111,0.0904742,3.60012,29.5898,550,96.74
2,26.1945,0.090482,3.60006,29.5759,551,96.75
2,26.2778,0.0904673,3.60004,29.5627,552,96.75
2,26.3611,0.0904707,3.60017,29.5627,553,96.76
2,26.3611,0.0904707,3.60017,29.6153,554,96.78
2,26.4444,0.0904699,3.60026,29.5778,555,96.82
2,26.5278,0.0852281,3.60007,29.5929,556,96.82
